Fecha,URL,Equipo_Local,Equipo_Visitante,Resultado,0_-_1Gol_Local,0_-_1Gol_Visitante,Sustitución_-_Entra_Local,Sustitución_-_Entra_Visitante,0_-_2Gol_Local,0_-_2Gol_Visitante,0_-_4Gol_Local,0_-_4Gol_Visitante,Anuncio_Local,Anuncio_Visitante,checkbox_label_label_Local,checkbox_label_label_Visitante,Goles_esperados_(xG)_Local,Goles_esperados_(xG)_Visitante,Posesión_Local,Posesión_Visitante,Remates_totales_Local,Remates_totales_Visitante,Remates_a_puerta_Local,Remates_a_puerta_Visitante,Grandes_ocasiones_Local,Grandes_ocasiones_Visitante,Córneres_Local,Córneres_Visitante,Pases_Local,Pases_Visitante,Tarjetas_amarillas_Local,Tarjetas_amarillas_Visitante,xG_a_puerta_(xGOT)_Local,xG_a_puerta_(xGOT)_Visitante,Remates_fuera_Local,Remates_fuera_Visitante,Remates_rechazados_Local,Remates_rechazados_Visitante,Remates_dentro_del_área_Local,Remates_dentro_del_área_Visitante,Remates_fuera_del_área_Local,Remates_fuera_del_área_Visitante,Al_palo_Local,Al_palo_Visitante,Goles_de_cabeza_Local,Goles_de_cabeza_Visitante,Toques_en_el_área_rival_Local,Toques_en_el_área_rival_Visitante,Fueras_de_juego_Local,Fueras_de_juego_Visitante,Tiros_libres_Local,Tiros_libres_Visitante,Pases_largos_Local,Pases_largos_Visitante,Pases_en_el_tercio_final_Local,Pases_en_el_tercio_final_Visitante,Centros_Local,Centros_Visitante,Asistencias_esperadas_(xA)_Local,Asistencias_esperadas_(xA)_Visitante,Saques_de_banda_Local,Saques_de_banda_Visitante,Faltas_Local,Faltas_Visitante,Entradas_Local,Entradas_Visitante,Duelos_ganados_Local,Duelos_ganados_Visitante,Despejes_Local,Despejes_Visitante,Intercepciones_Local,Intercepciones_Visitante,Errores_conducentes_a_remate_Local,Errores_conducentes_a_remate_Visitante,Errores_conducentes_a_gol_Local,Errores_conducentes_a_gol_Visitante,Paradas_Local,Paradas_Visitante,xGOT_enfrentados_Local,xGOT_enfrentados_Visitante,Goles_evitados_Local,Goles_evitados_Visitante,2Córneres3_Local,2Córneres3_Visitante,Tarjetas_rojas_Local,Tarjetas_rojas_Visitante,83%(390/470)Pases73%(178/245)_Local,83%(390/470)Pases73%(178/245)_Visitante,20Faltas14_Local,20Faltas14_Visitante,15Córneres1_Local,15Córneres1_Visitante,89%(641/718)Pases84%(213/254)_Local,89%(641/718)Pases84%(213/254)_Visitante,6Faltas18_Local,6Faltas18_Visitante,6Córneres3_Local,6Córneres3_Visitante,0_-_1Gol_en_propia_puerta_Local,0_-_1Gol_en_propia_puerta_Visitante,9'0_-_1GolGuessand_E._Local,9'0_-_1GolGuessand_E._Visitante,Penalti1_-_0_Local,Penalti1_-_0_Visitante,83%(492/596)Pases74%(198/266)_Local,83%(492/596)Pases74%(198/266)_Visitante,10Faltas26_Local,10Faltas26_Visitante,79%(252/321)Pases88%(649/734)_Local,79%(252/321)Pases88%(649/734)_Visitante,13Faltas8_Local,13Faltas8_Visitante,Penalti2_-_0_Local,Penalti2_-_0_Visitante,86%(521/607)Pases84%(345/410)_Local,86%(521/607)Pases84%(345/410)_Visitante,12Faltas14_Local,12Faltas14_Visitante,19Córneres4_Local,19Córneres4_Visitante,86%(445/519)Pases65%(157/240)_Local,86%(445/519)Pases65%(157/240)_Visitante,26Faltas12_Local,26Faltas12_Visitante,14Córneres2_Local,14Córneres2_Visitante,89%(512/574)Pases87%(322/370)_Local,89%(512/574)Pases87%(322/370)_Visitante,7Faltas13_Local,7Faltas13_Visitante,77%(300/392)Pases80%(346/430)_Local,77%(300/392)Pases80%(346/430)_Visitante,18Faltas13_Local,18Faltas13_Visitante,Gol1_-_0_Local,Gol1_-_0_Visitante,1_-_1Gol_Local,1_-_1Gol_Visitante,82%(276/337)Pases85%(383/449)_Local,82%(276/337)Pases85%(383/449)_Visitante,78%(257/330)Pases78%(268/342)_Local,78%(257/330)Pases78%(268/342)_Visitante,18Faltas17_Local,18Faltas17_Visitante,85%(376/440)Pases83%(320/385)_Local,85%(376/440)Pases83%(320/385)_Visitante,19Faltas17_Local,19Faltas17_Visitante,91%(459/504)Pases89%(413/466)_Local,91%(459/504)Pases89%(413/466)_Visitante,19Faltas4_Local,19Faltas4_Visitante,88%(561/636)Pases78%(271/348)_Local,88%(561/636)Pases78%(271/348)_Visitante,24Faltas9_Local,24Faltas9_Visitante,Penalti1_-_2_Local,Penalti1_-_2_Visitante,Penalti_fallado_Local,Penalti_fallado_Visitante,5Córneres4_Local,5Córneres4_Visitante,91%(645/707)Pases80%(297/372)_Local,91%(645/707)Pases80%(297/372)_Visitante,18Faltas4_Local,18Faltas4_Visitante,85%(433/508)Pases67%(172/255)_Local,85%(433/508)Pases67%(172/255)_Visitante,17Faltas16_Local,17Faltas16_Visitante,87%(489/562)Pases68%(158/232)_Local,87%(489/562)Pases68%(158/232)_Visitante,15Faltas13_Local,15Faltas13_Visitante,84%(418/498)Pases89%(458/513)_Local,84%(418/498)Pases89%(458/513)_Visitante,10Faltas13_Local,10Faltas13_Visitante,91%(471/515)Pases82%(229/280)_Local,91%(471/515)Pases82%(229/280)_Visitante,15Faltas12_Local,15Faltas12_Visitante,39'Gol1_-_0Hong_Yun-Sang_Local,39'Gol1_-_0Hong_Yun-Sang_Visitante,1_-_1Penalti_Local,1_-_1Penalti_Visitante,5Córneres6_Local,5Córneres6_Visitante,89%(590/663)Pases85%(352/414)_Local,89%(590/663)Pases85%(352/414)_Visitante,9Faltas18_Local,9Faltas18_Visitante,1Córneres2_Local,1Córneres2_Visitante,86%(459/535)Pases88%(416/473)_Local,86%(459/535)Pases88%(416/473)_Visitante,20Faltas21_Local,20Faltas21_Visitante,90%(507/566)Pases80%(288/360)_Local,90%(507/566)Pases80%(288/360)_Visitante,12Faltas11_Local,12Faltas11_Visitante
09.06.2026 17:00,https://www.flashscore.es/partido/futbol/india-A1UUGpep/tayikistan-WlExKTT4/resumen/estadisticas/general/?mid=4W2PFVcJ,Tayikistán,India,1-1Finalizado,,,,,,,,,BundesligaLaLiga EA SportsLaLiga HypermotionCopa del ReySupercopaLigue 1Premier LeagueSerie AEredivisieEurocopa,Champions LeagueEuropa LeagueConference LeagueUEFA Nations LeagueCampeonato del Mundo,checkbox label label,checkbox label label,,,70%,30%,12,7,2,2,,,8,0,,,3,3,,,10,5,,,,,,,,,,,,,1,2,16,11,,,,,,,,,28,23,9,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.06.2026 16:45,https://www.flashscore.es/partido/futbol/catar-GEEuPVTi/irlanda-bVxE8OhQ/resumen/estadisticas/general/?mid=hIGldXic,Irlanda Sub-21,Catar Sub-23,0-0Finalizado,,,,,,,,,BundesligaLaLiga EA SportsLaLiga HypermotionCopa del ReySupercopaLigue 1Premier LeagueSerie AEredivisieEurocopa,Champions LeagueEuropa LeagueConference LeagueUEFA Nations LeagueCampeonato del Mundo,checkbox label label,checkbox label label,,,73%,27%,10,4,3,2,,,10,2,,,,,,,7,2,,,,,,,,,,,,,8,0,14,10,,,,,,,,,31,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.06.2026 16:30,https://www.flashscore.es/partido/futbol/kirguistan-pMXTD85a/palestina-raIKZdDJ/resumen/estadisticas/general/?mid=6uHjcqz9,Kirguistán,Palestina,0-0Finalizado,,,,,,,,,BundesligaLaLiga EA SportsLaLiga HypermotionCopa del ReySupercopaLigue 1Premier LeagueSerie AEredivisieEurocopa,Champions LeagueEuropa LeagueConference LeagueUEFA Nations LeagueCampeonato del Mundo,checkbox label label,checkbox label label,,,53%,47%,8,8,5,4,,,4,3,,,2,2,,,3,4,,,,,,,,,,,,,3,0,18,13,,,,,,,,,21,23,10,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.06.2026 16:30,https://www.flashscore.es/partido/futbol/irak-6H4JTV2m/rusia-GMaG1hKD/resumen/estadisticas/general/?mid=GbxFHnig,Rusia Sub-21,Irak Sub-23,1-0Finalizado,,,,,,,,,BundesligaLaLiga EA SportsLaLiga HypermotionCopa del ReySupercopaLigue 1Premier LeagueSerie AEredivisieEurocopa,Champions LeagueEuropa LeagueConference LeagueUEFA Nations LeagueCampeonato del Mundo,checkbox label label,checkbox label label,,,54%,46%,6,4,4,3,,,5,3,,,0,1,,,2,1,,,,,,,,,,,,,4,1,13,26,,,,,,,,,15,16,22,12,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.06.2026 16:00,https://www.flashscore.es/partido/futbol/azerbaiyan-EHBTEUic/kirguistan-SKJZJamg/resumen/estadisticas/general/?mid=nwadBe5s,Azerbaiyán Sub-21,Kirguistán Sub-20,1-3Finalizado,,,,,,,,,BundesligaLaLiga EA SportsLaLiga HypermotionCopa del ReySupercopaLigue 1Premier LeagueSerie AEredivisieEurocopa,Champions LeagueEuropa LeagueConference LeagueUEFA Nations LeagueCampeonato del Mundo,checkbox label label,checkbox label label,,,56%,44%,11,10,4,6,,,2,3,,,,,,,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.06.2026 15:30,https://www.flashscore.es/partido/futbol/azerbaiyan-M9pnZQof/pakistan-Ey27mt4k/resumen/estadisticas/general/?mid=SQ7uf8AL,Azerbaiyán Sub-20,Pakistán Sub-20,1-0Finalizado,,,,,,,,,BundesligaLaLiga EA SportsLaLiga HypermotionCopa del ReySupercopaLigue 1Premier LeagueSerie AEredivisieEurocopa,Champions LeagueEuropa LeagueConference LeagueUEFA Nations LeagueCampeonato del Mundo,checkbox label label,checkbox label label,,,67%,33%,9,2,4,2,,,15,0,,,,,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.06.2026 15:00,https://www.flashscore.es/partido/futbol/indonesia-88ErHiT9/mozambique-2aBNiivt/resumen/estadisticas/general/?mid=jHvfCjA6,Indonesia,Mozambique,1-0Finalizado,,,,,,,,,BundesligaLaLiga EA SportsLaLiga HypermotionCopa del ReySupercopaLigue 1Premier LeagueSerie AEredivisieEurocopa,Champions LeagueEuropa LeagueConference LeagueUEFA Nations LeagueCampeonato del Mundo,checkbox label label,checkbox label label,,,56%,44%,7,5,3,2,,,10,8,,,1,0,,,4,3,,,,,,,,,,,,,2,1,10,11,,,,,,,,,10,7,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.06.2026 14:00,https://www.flashscore.es/partido/futbol/camboya-CtLZIDbc/hong-kong-lhTYF4Aj/resumen/estadisticas/general/?mid=xAQxXxaD,Camboya,Hong Kong,2-0Finalizado,,,,,,,,,BundesligaLaLiga EA SportsLaLiga HypermotionCopa del ReySupercopaLigue 1Premier LeagueSerie AEredivisieEurocopa,Champions LeagueEuropa LeagueConference LeagueUEFA Nations LeagueCampeonato del Mundo,checkbox label label,checkbox label label,,,47%,53%,13,3,8,0,,,8,5,,,,,,,5,3,,,,,,,,,,,,,1,2,7,11,,,,,,,,,26,30,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.06.2026 13:35,https://www.flashscore.es/partido/futbol/china-f5AvIXD3/tailandia-zHgBrkd7/resumen/estadisticas/general/?mid=Q9ijWp0K,China,Tailandia,0-0Finalizado,,,,,,,,,BundesligaLaLiga EA SportsLaLiga HypermotionCopa del ReySupercopaLigue 1Premier LeagueSerie AEredivisieEurocopa,Champions LeagueEuropa LeagueConference LeagueUEFA Nations LeagueCampeonato del Mundo,checkbox label label,checkbox label label,2.25,0.20,66%,34%,23,3,6,0,2,0,11,1,83%(437/529),64%(179/279),1,1,1.28,0.00,11,2,6,1,17,1,6,2,1,0,,,36,2,1,2,12,4,62%(53/85),23%(15/65),70%(137/195),37%(22/60),40%(16/40),0%(0/3),2.40,0.07,25,21,4,12,64%(7/11),61%(11/18),70,46,16,49,9,12,1,1,0,0,0,6,0.00,1.28,0.00,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.06.2026 13:35,https://www.flashscore.es/partido/futbol/china-KvDnIMwk/tayikistan-E37mSBFD/resumen/estadisticas/general/?mid=GzIWfzL0,China Sub-23,Tayikistán Sub-23,3-0Finalizado,,,,,,,,,BundesligaLaLiga EA SportsLaLiga HypermotionCopa del ReySupercopaLigue 1Premier LeagueSerie AEredivisieEurocopa,Champions LeagueEuropa LeagueConference LeagueUEFA Nations LeagueCampeonato del Mundo,checkbox label label,checkbox label label,1.68,0.37,54%,46%,14,10,7,0,5,0,6,3,78%(259/334),72%(212/295),1,2,3.01,0.00,7,6,0,4,7,6,7,4,0,0,1,0,14,10,3,1,15,12,50%(26/52),37%(23/62),58%(61/105),61%(48/79),18%(4/22),33%(3/9),1.10,0.46,26,25,12,15,82%(14/17),58%(7/12),46,42,19,25,10,5,0,0,0,0,0,4,0.00,3.01,0.00,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.06.2026 13:30,https://www.flashscore.es/partido/futbol/birmania-2JBsa3Sl/filipinas-UentCdsm/resumen/estadisticas/general/?mid=44CPwXP0,Filipinas,Birmania,5-1Finalizado,,,,,,,,,BundesligaLaLiga EA SportsLaLiga HypermotionCopa del ReySupercopaLigue 1Premier LeagueSerie AEredivisieEurocopa,Champions LeagueEuropa LeagueConference LeagueUEFA Nations LeagueCampeonato del Mundo,checkbox label label,checkbox label label,,,60%,40%,10,10,7,5,,,6,3,,,2,1,,,3,5,,,,,,,,,,,,,,,11,13,,,,,,,,,13,18,12,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ataque,11Tiros libres13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.06.2026 13:00,https://www.flashscore.es/partido/futbol/corea-del-sur-2XDKedgb/kirguistan-SYF3M1AS/resumen/estadisticas/general/?mid=j5GziCTh,Corea del Sur Sub-23,Kirguistán Sub-23,0-1Finalizado,,,,,,,,,BundesligaLaLiga EA SportsLaLiga HypermotionCopa del ReySupercopaLigue 1Premier LeagueSerie AEredivisieEurocopa,Champions LeagueEuropa LeagueConference LeagueUEFA Nations LeagueCampeonato del Mundo,checkbox label label,checkbox label label,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.06.2026 12:00,https://www.flashscore.es/partido/futbol/finlandia-hdnPgLGr/noruega-MPuLtzJL/resumen/estadisticas/general/?mid=byJZBATa,Finlandia Sub-18,Noruega Sub-18,3-1Finalizado,,,,,,,,,BundesligaLaLiga EA SportsLaLiga HypermotionCopa del ReySupercopaLigue 1Premier LeagueSerie AEredivisieEurocopa,Champions LeagueEuropa LeagueConference LeagueUEFA Nations LeagueCampeonato del Mundo,checkbox label label,checkbox label label,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.06.2026 12:00,https://www.flashscore.es/partido/futbol/emiratos-arabes-unidos-88mfeE0h/thailand-zchuuC0a/resumen/estadisticas/general/?mid=lAgDHonn,Tailandia Sub-23,Emiratos Árabes Unidos Sub-23,2-5Finalizado,,,,,,,,,BundesligaLaLiga EA SportsLaLiga HypermotionCopa del ReySupercopaLigue 1Premier LeagueSerie AEredivisieEurocopa,Champions LeagueEuropa LeagueConference LeagueUEFA Nations LeagueCampeonato del Mundo,checkbox label label,checkbox label label,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.06.2026 12:00,https://www.flashscore.es/partido/futbol/turquia-S41ewKjm/ucrania-jcBUOyjC/resumen/estadisticas/general/?mid=jBFRDWbm,Turquía Sub-18,Ucrania Sub-18,0-1Finalizado,,,,,,,,,BundesligaLaLiga EA SportsLaLiga HypermotionCopa del ReySupercopaLigue 1Premier LeagueSerie AEredivisieEurocopa,Champions LeagueEuropa LeagueConference LeagueUEFA Nations LeagueCampeonato del Mundo,checkbox label label,checkbox label label,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.06.2026 11:30,https://www.flashscore.es/partido/futbol/comores-QLUC9wv3/guinea-ecuatorial-vN7WWxY0/resumen/estadisticas/general/?mid=bRqV4XO0,Guinea Ecuatorial,Comores,0-1Finalizado,,,,,,,,,BundesligaLaLiga EA SportsLaLiga HypermotionCopa del ReySupercopaLigue 1Premier LeagueSerie AEredivisieEurocopa,Champions LeagueEuropa LeagueConference LeagueUEFA Nations LeagueCampeonato del Mundo,checkbox label label,checkbox label label,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.06.2026 06:30,https://www.flashscore.es/partido/futbol/fiyi-hW4TJi0B/vanuatu-ng4XIBFH/resumen/estadisticas/general/?mid=U1t575OG,Vanuatu,Fiyi,2-2Finalizado,,,,,,,,,BundesligaLaLiga EA SportsLaLiga HypermotionCopa del ReySupercopaLigue 1Premier LeagueSerie AEredivisieEurocopa,Champions LeagueEuropa LeagueConference LeagueUEFA Nations LeagueCampeonato del Mundo,checkbox label label,checkbox label label,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21',(Gol en propia puerta),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.06.2026 04:00,https://www.flashscore.es/partido/futbol/espana-bLyo6mco/peru-Uend67D3/resumen/estadisticas/general/?mid=ph1aAT9e,Perú,España,1-3Finalizado,,,,,,,,,BundesligaLaLiga EA SportsLaLiga HypermotionCopa del ReySupercopaLigue 1Premier LeagueSerie AEredivisieEurocopa,Champions LeagueEuropa LeagueConference LeagueUEFA Nations LeagueCampeonato del Mundo,checkbox label label,checkbox label label,1.23,1.93,38%,62%,10,8,2,2,2,3,4,6,86%(349/405),93%(627/671),1,0,1.14,1.08,5,4,3,2,8,6,2,2,1,0,,,12,27,3,3,7,4,50%(24/48),75%(24/32),72%(42/58),81%(118/146),33%(2/6),8%(1/13),0.54,1.68,17,17,4,7,86%(6/7),22%(2/9),23,23,16,9,10,3,0,1,1,0,0,1,1.08,1.14,-0.92,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.06.2026 01:00,https://www.flashscore.es/partido/futbol/costa-de-marfil-G2FRjBgn/philadelphia-union-UswBCufg/resumen/estadisticas/general/?mid=YJdxGTw9,Philadelphia Union II,Costa de Marfil,0-2Finalizado,,,,,,,,,BundesligaLaLiga EA SportsLaLiga HypermotionCopa del ReySupercopaLigue 1Premier LeagueSerie AEredivisieEurocopa,Champions LeagueEuropa LeagueConference LeagueUEFA Nations LeagueCampeonato del Mundo,checkbox label label,checkbox label label,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 - 2,40'0 - 2GolBonny A.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.06.2026 21:10,https://www.flashscore.es/partido/futbol/francia-QkGeVG1n/irlanda-del-norte-lQADNSWu/resumen/estadisticas/general/?mid=h6AZ5xIP,Francia,Irlanda del Norte,3-1Finalizado,,,,,,,,,BundesligaLaLiga EA SportsLaLiga HypermotionCopa del ReySupercopaLigue 1Premier LeagueSerie AEredivisieEurocopa,Champions LeagueEuropa LeagueConference LeagueUEFA Nations LeagueCampeonato del Mundo,checkbox label label,checkbox label label,2.86,1.07,72%,28%,27,4,5,2,2,1,5,1,93%(770/832),80%(256/320),,,2.58,1.08,13,2,9,0,15,3,12,1,1,0,,,52,7,5,0,7,6,81%(22/27),43%(20/46),87%(304/349),47%(24/51),6%(1/16),0%(0/4),2.25,0.81,14,11,6,7,62%(13/21),57%(8/14),50,30,13,25,10,9,0,3,0,0,1,2,1.08,2.58,0.08,-0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.06.2026 21:00,https://www.flashscore.es/partido/futbol/mauritania-Q5QPxhPn/niger-Eevd7UNo/resumen/estadisticas/general/?mid=fFby3KRr,Níger,Mauritania,0-1Finalizado,,,,,,,,,BundesligaLaLiga EA SportsLaLiga HypermotionCopa del ReySupercopaLigue 1Premier LeagueSerie AEredivisieEurocopa,Champions LeagueEuropa LeagueConference LeagueUEFA Nations LeagueCampeonato del Mundo,checkbox label label,checkbox label label,,,56%,44%,5,13,2,3,,,3,4,,,,,,,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.06.2026 20:45,https://www.flashscore.es/partido/futbol/holanda-WYintcWb/uzbekistan-EZYKKRMc/resumen/estadisticas/general/?mid=Eo8XRPwQ,Países Bajos,Uzbekistán,2-1Finalizado,,,,,,,,,BundesligaLaLiga EA SportsLaLiga HypermotionCopa del ReySupercopaLigue 1Premier LeagueSerie AEredivisieEurocopa,Champions LeagueEuropa LeagueConference LeagueUEFA Nations LeagueCampeonato del Mundo,checkbox label label,checkbox label label,4.62,0.98,65%,35%,15,8,4,1,8,1,3,3,90%(493/547),78%(224/288),1,1,1.61,0.94,8,3,3,4,11,2,4,6,0,0,,,21,7,2,2,14,13,62%(24/39),31%(16/51),73%(94/128),55%(31/56),42%(5/12),0%(0/12),2.84,0.31,12,21,13,14,75%(9/12),100%(6/6),35,22,14,14,7,12,0,0,0,0,0,1,0.94,1.61,-0.06,-0.39,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.06.2026 18:15,https://www.flashscore.es/partido/futbol/albania-rgyIK1Vt/italia-8jmNWdEB/resumen/estadisticas/general/?mid=UmeTD3oB,Italia Sub-21,Albania Sub-21,1-0Finalizado,,,,,,,,,BundesligaLaLiga EA SportsLaLiga HypermotionCopa del ReySupercopaLigue 1Premier LeagueSerie AEredivisieEurocopa,Champions LeagueEuropa LeagueConference LeagueUEFA Nations LeagueCampeonato del Mundo,checkbox label label,checkbox label label,1.33,0.43,64%,36%,10,8,2,2,3,1,4,3,85%(415/489),65%(181/277),0,4,1.90,0.15,7,5,1,1,6,5,4,3,0,0,,,19,11,1,1,13,14,67%(26/39),37%(25/67),72%(89/124),49%(33/67),23%(6/26),33%(3/9),1.07,0.37,19,17,14,13,50%(2/4),67%(12/18),48,54,14,22,6,5,0,0,0,0,2,1,0.15,1.90,0.15,0.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
