Fecha,URL,Equipo_Local,Equipo_Visitante,Resultado,0_-_1Gol_Local,0_-_1Gol_Visitante,Sustitución_-_Entra_Local,Sustitución_-_Entra_Visitante,0_-_2Gol_Local,0_-_2Gol_Visitante,0_-_4Gol_Local,0_-_4Gol_Visitante,Anuncio_Local,Anuncio_Visitante,checkbox_label_label_Local,checkbox_label_label_Visitante,Goles_esperados_(xG)_Local,Goles_esperados_(xG)_Visitante,Posesión_Local,Posesión_Visitante,Remates_totales_Local,Remates_totales_Visitante,Remates_a_puerta_Local,Remates_a_puerta_Visitante,Grandes_ocasiones_Local,Grandes_ocasiones_Visitante,Córneres_Local,Córneres_Visitante,Pases_Local,Pases_Visitante,Tarjetas_amarillas_Local,Tarjetas_amarillas_Visitante,xG_a_puerta_(xGOT)_Local,xG_a_puerta_(xGOT)_Visitante,Remates_fuera_Local,Remates_fuera_Visitante,Remates_rechazados_Local,Remates_rechazados_Visitante,Remates_dentro_del_área_Local,Remates_dentro_del_área_Visitante,Remates_fuera_del_área_Local,Remates_fuera_del_área_Visitante,Al_palo_Local,Al_palo_Visitante,Goles_de_cabeza_Local,Goles_de_cabeza_Visitante,Toques_en_el_área_rival_Local,Toques_en_el_área_rival_Visitante,Fueras_de_juego_Local,Fueras_de_juego_Visitante,Tiros_libres_Local,Tiros_libres_Visitante,Pases_largos_Local,Pases_largos_Visitante,Pases_en_el_tercio_final_Local,Pases_en_el_tercio_final_Visitante,Centros_Local,Centros_Visitante,Asistencias_esperadas_(xA)_Local,Asistencias_esperadas_(xA)_Visitante,Saques_de_banda_Local,Saques_de_banda_Visitante,Faltas_Local,Faltas_Visitante,Entradas_Local,Entradas_Visitante,Duelos_ganados_Local,Duelos_ganados_Visitante,Despejes_Local,Despejes_Visitante,Intercepciones_Local,Intercepciones_Visitante,Errores_conducentes_a_remate_Local,Errores_conducentes_a_remate_Visitante,Errores_conducentes_a_gol_Local,Errores_conducentes_a_gol_Visitante,Paradas_Local,Paradas_Visitante,xGOT_enfrentados_Local,xGOT_enfrentados_Visitante,Goles_evitados_Local,Goles_evitados_Visitante,2Córneres3_Local,2Córneres3_Visitante,Tarjetas_rojas_Local,Tarjetas_rojas_Visitante,83%(390/470)Pases73%(178/245)_Local,83%(390/470)Pases73%(178/245)_Visitante,20Faltas14_Local,20Faltas14_Visitante,15Córneres1_Local,15Córneres1_Visitante,89%(641/718)Pases84%(213/254)_Local,89%(641/718)Pases84%(213/254)_Visitante,6Faltas18_Local,6Faltas18_Visitante,6Córneres3_Local,6Córneres3_Visitante,0_-_1Gol_en_propia_puerta_Local,0_-_1Gol_en_propia_puerta_Visitante,9'0_-_1GolGuessand_E._Local,9'0_-_1GolGuessand_E._Visitante,Penalti1_-_0_Local,Penalti1_-_0_Visitante,83%(492/596)Pases74%(198/266)_Local,83%(492/596)Pases74%(198/266)_Visitante,10Faltas26_Local,10Faltas26_Visitante,79%(252/321)Pases88%(649/734)_Local,79%(252/321)Pases88%(649/734)_Visitante,13Faltas8_Local,13Faltas8_Visitante,Penalti2_-_0_Local,Penalti2_-_0_Visitante,86%(521/607)Pases84%(345/410)_Local,86%(521/607)Pases84%(345/410)_Visitante,12Faltas14_Local,12Faltas14_Visitante,19Córneres4_Local,19Córneres4_Visitante,86%(445/519)Pases65%(157/240)_Local,86%(445/519)Pases65%(157/240)_Visitante,26Faltas12_Local,26Faltas12_Visitante,14Córneres2_Local,14Córneres2_Visitante,89%(512/574)Pases87%(322/370)_Local,89%(512/574)Pases87%(322/370)_Visitante,7Faltas13_Local,7Faltas13_Visitante,77%(300/392)Pases80%(346/430)_Local,77%(300/392)Pases80%(346/430)_Visitante,18Faltas13_Local,18Faltas13_Visitante,Gol1_-_0_Local,Gol1_-_0_Visitante,1_-_1Gol_Local,1_-_1Gol_Visitante,82%(276/337)Pases85%(383/449)_Local,82%(276/337)Pases85%(383/449)_Visitante,78%(257/330)Pases78%(268/342)_Local,78%(257/330)Pases78%(268/342)_Visitante,18Faltas17_Local,18Faltas17_Visitante,85%(376/440)Pases83%(320/385)_Local,85%(376/440)Pases83%(320/385)_Visitante,19Faltas17_Local,19Faltas17_Visitante,91%(459/504)Pases89%(413/466)_Local,91%(459/504)Pases89%(413/466)_Visitante,19Faltas4_Local,19Faltas4_Visitante,88%(561/636)Pases78%(271/348)_Local,88%(561/636)Pases78%(271/348)_Visitante,24Faltas9_Local,24Faltas9_Visitante,Penalti1_-_2_Local,Penalti1_-_2_Visitante,Penalti_fallado_Local,Penalti_fallado_Visitante,5Córneres4_Local,5Córneres4_Visitante,91%(645/707)Pases80%(297/372)_Local,91%(645/707)Pases80%(297/372)_Visitante,18Faltas4_Local,18Faltas4_Visitante,85%(433/508)Pases67%(172/255)_Local,85%(433/508)Pases67%(172/255)_Visitante,17Faltas16_Local,17Faltas16_Visitante,87%(489/562)Pases68%(158/232)_Local,87%(489/562)Pases68%(158/232)_Visitante,15Faltas13_Local,15Faltas13_Visitante,84%(418/498)Pases89%(458/513)_Local,84%(418/498)Pases89%(458/513)_Visitante,10Faltas13_Local,10Faltas13_Visitante,91%(471/515)Pases82%(229/280)_Local,91%(471/515)Pases82%(229/280)_Visitante,15Faltas12_Local,15Faltas12_Visitante,39'Gol1_-_0Hong_Yun-Sang_Local,39'Gol1_-_0Hong_Yun-Sang_Visitante,1_-_1Penalti_Local,1_-_1Penalti_Visitante,5Córneres6_Local,5Córneres6_Visitante,89%(590/663)Pases85%(352/414)_Local,89%(590/663)Pases85%(352/414)_Visitante,9Faltas18_Local,9Faltas18_Visitante,1Córneres2_Local,1Córneres2_Visitante,86%(459/535)Pases88%(416/473)_Local,86%(459/535)Pases88%(416/473)_Visitante,20Faltas21_Local,20Faltas21_Visitante,90%(507/566)Pases80%(288/360)_Local,90%(507/566)Pases80%(288/360)_Visitante,12Faltas11_Local,12Faltas11_Visitante
03.06.2026 12:00,https://www.flashscore.es/partido/futbol/croacia-dOzawfu5/noruega-MPuLtzJL/resumen/estadisticas/general/?mid=G2xsZLAb,Croacia Sub-18,Noruega Sub-18,2-2Finalizado,,,,,,,,,BundesligaLaLiga EA SportsLaLiga HypermotionCopa del ReySupercopaLigue 1Premier LeagueSerie AEredivisieEurocopa,Champions LeagueEuropa LeagueConference LeagueUEFA Nations LeagueCampeonato del Mundo,checkbox label label,checkbox label label,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.06.2026 02:00,https://www.flashscore.es/partido/futbol/haiti-nk4v10Z1/nueva-zelanda-rLctHkpU/resumen/estadisticas/general/?mid=63JNxuGi,Haití,Nueva Zelanda,4-0Finalizado,,,77',Rufer A.,,,,,BundesligaLaLiga EA SportsLaLiga HypermotionCopa del ReySupercopaLigue 1Premier LeagueSerie AEredivisieEurocopa,Champions LeagueEuropa LeagueConference LeagueUEFA Nations LeagueCampeonato del Mundo,checkbox label label,checkbox label label,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.06.2026 20:45,https://www.flashscore.es/partido/futbol/gales-YcUP0Nqp/ghana-nNBjHale/resumen/estadisticas/general/?mid=0KmSaHsI,Gales,Ghana,1-1Finalizado,,,,,,,,,BundesligaLaLiga EA SportsLaLiga HypermotionCopa del ReySupercopaLigue 1Premier LeagueSerie AEredivisieEurocopa,Champions LeagueEuropa LeagueConference LeagueUEFA Nations LeagueCampeonato del Mundo,checkbox label label,checkbox label label,1.67,1.31,66%,34%,18,11,3,5,5,4,5,4,90%(564/625),81%(260/322),0,2,1.15,1.49,9,5,6,1,13,7,5,4,2,1,1,0,30,13,0,4,13,7,28%(7/25),39%(24/61),81%(134/166),63%(38/60),30%(8/27),25%(3/12),2.17,0.26,19,16,7,13,63%(5/8),50%(6/12),39,37,13,35,6,12,1,0,0,0,5,2,1.49,1.15,0.49,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.06.2026 19:00,https://www.flashscore.es/partido/futbol/georgia-YVovjspA/rumania-IaD8jZpU/resumen/estadisticas/general/?mid=2ZxgjuBm,Georgia,Rumanía,1-1Finalizado,,,,,,,,,BundesligaLaLiga EA SportsLaLiga HypermotionCopa del ReySupercopaLigue 1Premier LeagueSerie AEredivisieEurocopa,Champions LeagueEuropa LeagueConference LeagueUEFA Nations LeagueCampeonato del Mundo,checkbox label label,checkbox label label,,,58%,42%,14,6,4,3,,,5,6,89%(590/663),85%(352/414),2,4,,,8,1,2,2,,,,,,,,,,,,,20,10,,,,,,,,,20,7,9,18,,,,,12,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ataque,20Tiros libres10,Pases,20Saques de banda7,Defensa,12Despejes25,,,,,,,,,,
02.06.2026 19:00,https://www.flashscore.es/partido/futbol/madagascar-88OzY9OB/marruecos-IDKYO3R8/resumen/estadisticas/general/?mid=zBwKGlDj,Marruecos,Madagascar,4-0Finalizado,,,,,,,,,BundesligaLaLiga EA SportsLaLiga HypermotionCopa del ReySupercopaLigue 1Premier LeagueSerie AEredivisieEurocopa,Champions LeagueEuropa LeagueConference LeagueUEFA Nations LeagueCampeonato del Mundo,checkbox label label,checkbox label label,3.60,0.25,70%,30%,20,2,9,1,8,1,12,1,94%(680/726),84%(266/317),2,2,4.82,0.20,5,0,6,1,14,1,6,1,2,0,1,0,61,1,4,0,12,12,92%(22/24),45%(13/29),87%(244/282),67%(29/43),14%(4/28),0%(0/5),1.85,0.08,13,9,12,12,80%(16/20),50%(11/22),52,41,10,26,8,14,0,0,0,1,1,5,0.20,4.82,0.20,0.82,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.06.2026 18:00,https://www.flashscore.es/partido/futbol/belgica-GbB957na/croacia-K8aznggo/resumen/estadisticas/general/?mid=EDo2e0I5,Croacia,Bélgica,0-2Finalizado,,,,,,,,,BundesligaLaLiga EA SportsLaLiga HypermotionCopa del ReySupercopaLigue 1Premier LeagueSerie AEredivisieEurocopa,Champions LeagueEuropa LeagueConference LeagueUEFA Nations LeagueCampeonato del Mundo,checkbox label label,checkbox label label,1.18,0.92,57%,43%,5,8,1,4,1,2,3,4,87%(469/539),83%(346/416),2,2,0.42,0.61,3,3,1,1,4,3,1,5,1,1,,,13,19,4,2,13,13,58%(22/38),49%(22/45),77%(88/114),60%(56/94),22%(4/18),25%(2/8),1.29,0.74,17,12,13,13,33%(5/15),50%(4/8),45,37,14,24,11,12,0,0,2,0,3,1,0.61,0.42,-1.39,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.06.2026 17:00,https://www.flashscore.es/partido/futbol/rumania-xSp582IH/serbia-U9kKo6Ld/resumen/estadisticas/general/?mid=CGj7vDAN,Serbia Sub-17,Rumanía Sub-17,1-0Finalizado,,,,,,,,,BundesligaLaLiga EA SportsLaLiga HypermotionCopa del ReySupercopaLigue 1Premier LeagueSerie AEredivisieEurocopa,Champions LeagueEuropa LeagueConference LeagueUEFA Nations LeagueCampeonato del Mundo,checkbox label label,checkbox label label,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.06.2026 03:00,https://www.flashscore.es/partido/futbol/canada-x4toKORL/uzbekistan-EZYKKRMc/resumen/estadisticas/general/?mid=0S4Q383T,Canadá,Uzbekistán,2-0Finalizado,,,,,,,,,BundesligaLaLiga EA SportsLaLiga HypermotionCopa del ReySupercopaLigue 1Premier LeagueSerie AEredivisieEurocopa,Champions LeagueEuropa LeagueConference LeagueUEFA Nations LeagueCampeonato del Mundo,checkbox label label,checkbox label label,0.83,0.99,52%,48%,10,6,4,2,2,1,7,3,82%(384/469),78%(347/443),2,2,1.33,0.83,3,3,3,1,6,1,4,5,0,0,,,26,15,3,3,15,9,45%(13/29),42%(19/45),70%(92/132),57%(50/88),6%(1/17),25%(2/8),0.77,0.15,26,27,9,15,48%(10/21),59%(13/22),58,44,16,23,17,24,1,0,0,1,2,2,0.83,1.33,0.83,-0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.06.2026 01:00,https://www.flashscore.es/partido/futbol/colombia-G02s4PCS/costa-rica-C4ePE2kq/resumen/estadisticas/general/?mid=hQpHo1w9,Colombia,Costa Rica,3-1Finalizado,,,,,,,,,BundesligaLaLiga EA SportsLaLiga HypermotionCopa del ReySupercopaLigue 1Premier LeagueSerie AEredivisieEurocopa,Champions LeagueEuropa LeagueConference LeagueUEFA Nations LeagueCampeonato del Mundo,checkbox label label,checkbox label label,1.93,0.55,69%,31%,14,9,6,4,3,2,5,4,89%(487/547),77%(188/243),2,2,1.69,0.28,6,2,2,3,9,5,5,4,0,0,1,1,23,11,0,0,12,12,64%(28/44),38%(17/45),79%(104/131),67%(55/82),22%(4/18),25%(3/12),1.16,0.43,12,29,12,12,87%(13/15),62%(8/13),47,47,24,10,3,3,0,0,0,1,2,3,0.28,1.69,-0.72,-1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01.06.2026 20:45,https://www.flashscore.es/partido/futbol/austria-naHiWdnt/tunez-QqZVYk95/resumen/estadisticas/general/?mid=C2OQdZsn,Austria,Túnez,1-0Finalizado,,,,,,,,,BundesligaLaLiga EA SportsLaLiga HypermotionCopa del ReySupercopaLigue 1Premier LeagueSerie AEredivisieEurocopa,Champions LeagueEuropa LeagueConference LeagueUEFA Nations LeagueCampeonato del Mundo,checkbox label label,checkbox label label,1.33,1.01,59%,41%,9,14,4,2,2,2,2,4,89%(414/465),86%(282/327),2,1,1.11,0.71,5,9,0,3,6,7,3,7,2,3,,,22,24,1,2,12,12,57%(25/44),49%(18/37),70%(69/98),72%(67/93),27%(4/15),36%(4/11),0.52,0.54,18,20,12,12,80%(12/15),70%(7/10),46,41,21,24,3,3,0,0,0,0,2,3,0.71,1.11,0.71,0.11,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01.06.2026 19:30,https://www.flashscore.es/partido/futbol/macedonia-del-norte-GrTQ3oHB/turquia-QeijuHo5/resumen/estadisticas/general/?mid=EiV5zFHM,Turquía,Macedonia del Norte,4-0Finalizado,,,,,,,,,BundesligaLaLiga EA SportsLaLiga HypermotionCopa del ReySupercopaLigue 1Premier LeagueSerie AEredivisieEurocopa,Champions LeagueEuropa LeagueConference LeagueUEFA Nations LeagueCampeonato del Mundo,checkbox label label,checkbox label label,2.67,0.87,59%,41%,19,5,7,2,4,1,13,1,88%(471/533),85%(314/370),0,1,2.30,0.37,7,2,5,1,12,2,7,3,1,0,1,0,33,9,1,1,12,14,56%(24/43),52%(25/48),81%(150/186),63%(43/68),17%(5/30),14%(1/7),1.61,0.24,9,14,14,12,86%(12/14),64%(7/11),38,41,12,32,10,11,1,0,0,0,2,3,0.37,2.30,0.37,-1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01.06.2026 19:00,https://www.flashscore.es/partido/futbol/noruega-8rP6JO0H/suecia-OQyqbHWB/resumen/estadisticas/general/?mid=dOKMzug3,Noruega,Suecia,3-1Finalizado,,,,,,,,,BundesligaLaLiga EA SportsLaLiga HypermotionCopa del ReySupercopaLigue 1Premier LeagueSerie AEredivisieEurocopa,Champions LeagueEuropa LeagueConference LeagueUEFA Nations LeagueCampeonato del Mundo,checkbox label label,checkbox label label,2.73,0.49,55%,45%,22,9,7,5,7,1,6,1,89%(515/581),88%(429/485),0,1,2.86,0.56,8,2,7,2,20,8,2,1,0,0,2,0,50,14,2,2,6,6,66%(33/50),44%(14/32),82%(137/167),75%(57/76),32%(8/25),0%(0/2),2.08,0.20,19,14,6,6,60%(9/15),69%(9/13),47,31,8,34,5,6,1,0,0,1,3,4,0.95,2.82,-0.05,-0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01.06.2026 18:00,https://www.flashscore.es/partido/futbol/bulgaria-WEeqYLaT/montenegro-hOduZ1pN/resumen/estadisticas/general/?mid=2BpngdjU,Bulgaria,Montenegro,0-1Finalizado,,,,,,,,,BundesligaLaLiga EA SportsLaLiga HypermotionCopa del ReySupercopaLigue 1Premier LeagueSerie AEredivisieEurocopa,Champions LeagueEuropa LeagueConference LeagueUEFA Nations LeagueCampeonato del Mundo,checkbox label label,checkbox label label,,,49%,51%,18,9,1,5,,,1,2,86%(459/535),88%(416/473),2,1,,,10,3,7,1,,,,,,,,,,,,,20,19,,,,,,,,,34,19,20,21,,,,,8,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ataque,20Tiros libres19,Pases,34Saques de banda19,Defensa,8Despejes22,,,,
01.06.2026 18:00,https://www.flashscore.es/partido/futbol/eslovaquia-KpLb2q1U/malta-YHpMYsVG/resumen/estadisticas/general/?mid=dEsveILH,Eslovaquia,Malta,2-1Finalizado,,,,,,,,,BundesligaLaLiga EA SportsLaLiga HypermotionCopa del ReySupercopaLigue 1Premier LeagueSerie AEredivisieEurocopa,Champions LeagueEuropa LeagueConference LeagueUEFA Nations LeagueCampeonato del Mundo,checkbox label label,checkbox label label,,,56%,44%,27,9,9,1,,,13,3,90%(507/566),80%(288/360),2,3,,,10,5,8,3,,,,,,,,,,,1,1,14,13,,,,,,,,,19,12,12,11,,,,,7,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pases,19Saques de banda12,Defensa,7Despejes36
01.06.2026 18:00,https://www.flashscore.es/partido/futbol/afganistan-4M0iRO5p/maldivas-viclpWjn/resumen/estadisticas/general/?mid=KfcYsfR6,Maldivas,Afganistán,0-1Finalizado,,,,,,,,,BundesligaLaLiga EA SportsLaLiga HypermotionCopa del ReySupercopaLigue 1Premier LeagueSerie AEredivisieEurocopa,Champions LeagueEuropa LeagueConference LeagueUEFA Nations LeagueCampeonato del Mundo,checkbox label label,checkbox label label,,,47%,53%,10,9,6,4,,,9,7,,,,,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01.06.2026 13:00,https://www.flashscore.es/partido/futbol/bangladesh-nk7jDm6A/pakistan-YDdhqj6h/resumen/estadisticas/general/?mid=CUgQqGdf,Pakistán,Bangladés Sub-23,0-0Finalizado,,,,,,,,,BundesligaLaLiga EA SportsLaLiga HypermotionCopa del ReySupercopaLigue 1Premier LeagueSerie AEredivisieEurocopa,Champions LeagueEuropa LeagueConference LeagueUEFA Nations LeagueCampeonato del Mundo,checkbox label label,checkbox label label,,,48%,52%,14,5,3,2,,,2,2,,,,,,,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
